formula,id,identifier,is_public,last_modified,project,KS_indirect_eV,KS_direct_eV,QP_indirect,QP_direct,C_value
RbHgSbSe3,5f22a0ecad184a29bf240b60,mp-6300,True,2020-07-30T10:29:00.874000,dtu,1764.16,1969.66,2576.32,2781.82,812.158
PPdSe,5f22a0ecad184a29bf240b61,mp-3123,True,2020-07-30T10:29:00.897000,dtu,1401.91,1420.39,1919.78,1938.26,517.871
In2O3,5f22a0ecad184a29bf240b64,mp-22323,True,2020-07-30T10:29:01.062000,dtu,1872.76,1872.75,2700.65,2700.63,827.885
PdPbF4,5f22a0ecad184a29bf240b65,mp-20805,True,2020-07-30T10:29:01.090000,dtu,1465.31,1740.05,1964.19,2238.93,498.879
RbCaAs,5f22a0ecc5384985221ce9a5,mp-9845,True,2020-07-30T10:29:00.378000,dtu,2134.18,2261.43,3377.56,3504.81,1243.38
Li2PdF6,5f22a0ecc5384985221ce9a7,mp-13985,True,2020-07-30T10:29:00.626000,dtu,2518.43,2518.41,3351.31,3351.29,832.879
RbSnI3,5f22a0ecc5384985221ce9a9,mp-29405,True,2020-07-30T10:29:00.825000,dtu,2336.54,2391.77,3377.89,3433.12,1041.35
Ca4GeN4,5f22a0ecc5384985221ce9ab,mp-29808,True,2020-07-30T10:29:01.074000,dtu,2271.35,2271.33,3441.29,3441.27,1169.94
PdS2,5f22a0ed314c69f46a0738d0,mp-13682,True,2020-07-30T10:29:01.282000,dtu,911.077,1562.98,1235.02,1886.92,323.944
Sr3GeO,5f22a0ed314c69f46a0738d2,mp-30950,True,2020-07-30T10:29:01.462000,dtu,771.242,771.236,1205.57,1205.56,434.325
Ga2HgTe4,5f22a0ed314c69f46a0738d4,mp-16337,True,2020-07-30T10:29:01.699000,dtu,837.05,837.044,1193.2,1193.19,356.146
Tl5Se2Br,5f22a0ed314c69f46a0738d6,mp-28921,True,2020-07-30T10:29:01.892000,dtu,848.192,848.185,1227.9,1227.9,379.712
InP,5f22a0ed314c69f46a0738d8,mp-20351,True,2020-07-30T10:29:02.086000,dtu,841.687,841.68,1196.78,1196.77,355.09
SrZnO2,5f22a0ed68c0040305054cb6,mp-5637,True,2020-07-30T10:29:01.242000,dtu,2960.93,2960.91,4255.69,4255.67,1294.76
Na3AuO2,5f22a0ed68c0040305054cb8,mp-28365,True,2020-07-30T10:29:01.440000,dtu,3099.51,3099.49,4300.01,4299.98,1200.49
BaHgO2,5f22a0ed68c0040305054cba,mp-3915,True,2020-07-30T10:29:01.661000,dtu,3055.17,3651.93,4309.15,4905.91,1253.98
CdWO4,5f22a0ed68c0040305054cbc,mp-19387,True,2020-07-30T10:29:01.868000,dtu,3461.6,3554.26,4311.89,4404.55,850.285
MgTe,5f22a0ed68c0040305054cbe,mp-1039,True,2020-07-30T10:29:02.100000,dtu,3038.85,3038.83,4430.58,4430.56,1391.73
NaSi,5f22a0edad184a29bf240b68,mp-2402,True,2020-07-30T10:29:01.251000,dtu,1694.07,1872.92,2712.74,2891.59,1018.67
K2AgBi,5f22a0edad184a29bf240b69,mp-27549,True,2020-07-30T10:29:01.275000,dtu,1300.01,1468.17,2045.72,2213.88,745.707
PdCl2,5f22a0edad184a29bf240b6c,mp-29487,True,2020-07-30T10:29:01.443000,dtu,1955.45,1986.55,2728.53,2759.63,773.08
Rb2As2Pt,5f22a0edad184a29bf240b6d,mp-13445,True,2020-07-30T10:29:01.471000,dtu,1308.31,1371.07,1957.87,2020.63,649.552
LiMgAs,5f22a0edad184a29bf240b70,mp-12558,True,2020-07-30T10:29:01.640000,dtu,1754.04,2173.53,2736.81,3156.29,982.764
ZnGeP2,5f22a0edad184a29bf240b71,mp-4524,True,2020-07-30T10:29:01.676000,dtu,1420.68,1491.16,1983.78,2054.26,563.1
Al2ZnTe4,5f22a0edad184a29bf240b74,mp-7908,True,2020-07-30T10:29:01.834000,dtu,1916.7,1916.69,2740.66,2740.64,823.96
KTlO2,5f22a0edad184a29bf240b75,mp-8175,True,2020-07-30T10:29:01.863000,dtu,1325.93,1522.62,2024.28,2220.97,698.345
Na2B2Se7,5f22a0edad184a29bf240b78,mp-5004,True,2020-07-30T10:29:02.038000,dtu,1910.13,1931.95,2732.1,2753.93,821.977
Ba2ZnN2,5f22a0edad184a29bf240b79,mp-9307,True,2020-07-30T10:29:02.059000,dtu,1358.91,1402.41,1996.3,2039.8,637.384
SbPbClO2,5f22a0edc5384985221ce9ad,mp-23138,True,2020-07-30T10:29:01.274000,dtu,2471.56,2471.55,3443.23,3443.21,971.663
Cs2HgI4,5f22a0edc5384985221ce9af,mp-28421,True,2020-07-30T10:29:01.484000,dtu,2342.28,2342.26,3441.16,3441.14,1098.88
K2W2O7,5f22a0edc5384985221ce9b1,mp-19037,True,2020-07-30T10:29:01.704000,dtu,2674.46,3130.56,3397.84,3853.94,723.378
Li10BrN3,5f22a0edc5384985221ce9b3,mp-28989,True,2020-07-30T10:29:01.944000,dtu,2054.92,2369.12,3358.96,3673.15,1304.03
Al2Se3,5f22a0edc5384985221ce9b5,mp-11674,True,2020-07-30T10:29:02.129000,dtu,2537.1,2543.42,3538.6,3544.92,1001.5
K2SnBi,5f22a0ee314c69f46a0738da,mp-31486,True,2020-07-30T10:29:02.271000,dtu,783.195,865.074,1226.45,1308.33,443.258
K2SnTe5,5f22a0ee314c69f46a0738dc,mp-28080,True,2020-07-30T10:29:02.454000,dtu,874.02,1001.73,1292.86,1420.56,418.836
SrCaGe,5f22a0ee314c69f46a0738de,mp-12418,True,2020-07-30T10:29:02.636000,dtu,781.048,781.042,1255.13,1255.13,474.086
CdGeP2,5f22a0ee314c69f46a0738e0,mp-3668,True,2020-07-30T10:29:02.850000,dtu,940.177,940.17,1312.21,1312.2,372.034
NbSeI3,5f22a0ee314c69f46a0738e2,mp-541817,True,2020-07-30T10:29:03.028000,dtu,971.418,1005.39,1308.27,1342.24,336.852
Li2Te,5f22a0ee68c0040305054cc0,mp-2530,True,2020-07-30T10:29:02.306000,dtu,2857.73,3583.55,4429.61,5155.43,1571.88
Cs2SeCl6,5f22a0ee68c0040305054cc2,mp-27830,True,2020-07-30T10:29:02.560000,dtu,3123.92,3246.91,4415.82,4538.81,1291.9
ZrSO,5f22a0ee68c0040305054cc4,mp-3519,True,2020-07-30T10:29:02.838000,dtu,3312.62,3911.47,4393.73,4992.58,1081.11
K2B2S7,5f22a0ee68c0040305054cc6,mp-4351,True,2020-07-30T10:29:03.097000,dtu,3102.5,3184.38,4408.64,4490.53,1306.14
IBr,5f22a0eead184a29bf240b7c,mp-27639,True,2020-07-30T10:29:02.234000,dtu,1872.4,1950.72,2703.67,2781.98,831.269
Ge19(PI)4,5f22a0eead184a29bf240b7d,mp-23420,True,2020-07-30T10:29:02.260000,dtu,1380.29,1385.9,1952.56,1958.16,572.262
Na3MoN3,5f22a0eead184a29bf240b80,mp-541291,True,2020-07-30T10:29:02.426000,dtu,2024.84,2024.82,2716.22,2716.21,691.385
Cs3Ge4Au,5f22a0eead184a29bf240b81,mp-510341,True,2020-07-30T10:29:02.447000,dtu,1332.89,1394.99,2019.39,2081.49,686.501
VHgO3,5f22a0eead184a29bf240b84,mp-541588,True,2020-07-30T10:29:02.622000,dtu,2220.43,2331.1,2717.51,2828.19,497.086
Ta(ICl)2,5f22a0eead184a29bf240b85,mp-28683,True,2020-07-30T10:29:02.683000,dtu,1506.7,1510.87,2040.43,2044.61,533.736
Rb2NbCuSe4,5f22a0eead184a29bf240b87,mp-15222,True,2020-07-30T10:29:02.871000,dtu,2033.83,2270.66,2742.89,2979.72,709.057
BaGe2,5f22a0eead184a29bf240b89,mp-2139,True,2020-07-30T10:29:02.870000,dtu,1286.32,1286.31,1978.35,1978.34,692.032
WSe2,5f22a0eead184a29bf240b8c,mp-1821,True,2020-07-30T10:29:03.065000,dtu,1508.56,1508.55,1986.32,1986.31,477.758
Ca(AuO2)2,5f22a0eead184a29bf240b8d,mp-2898,True,2020-07-30T10:29:03.067000,dtu,2002.04,2016.58,2721.91,2736.45,719.867
Cs2TeBr6,5f22a0eec5384985221ce9b7,mp-23405,True,2020-07-30T10:29:02.305000,dtu,2456.3,2653.64,3470.86,3668.19,1014.55
Al2CdSe4,5f22a0eec5384985221ce9b9,mp-3159,True,2020-07-30T10:29:02.484000,dtu,2407.71,2407.69,3473.0,3472.99,1065.3
CsAgO,5f22a0eec5384985221ce9bb,mp-14579,True,2020-07-30T10:29:02.662000,dtu,2461.15,2461.13,3531.46,3531.44,1070.31
RbAgO,5f22a0eec5384985221ce9bd,mp-8603,True,2020-07-30T10:29:02.875000,dtu,2448.07,2448.05,3536.28,3536.26,1088.21
RbCaSb,5f22a0eec5384985221ce9bf,mp-9846,True,2020-07-30T10:29:03.067000,dtu,2198.26,2293.89,3465.9,3561.53,1267.64
Ba(CdP)2,5f22a0ef314c69f46a0738e4,mp-8279,True,2020-07-30T10:29:03.228000,dtu,936.522,1032.82,1340.64,1436.93,404.116
Ba2Tl2O5,5f22a0ef314c69f46a0738e6,mp-18327,True,2020-07-30T10:29:03.456000,dtu,889.613,889.607,1285.69,1285.68,396.077
P10Au7I,5f22a0ef314c69f46a0738e8,mp-27370,True,2020-07-30T10:29:03.631000,dtu,922.167,1014.29,1344.16,1436.29,421.998
NaNbS2,5f22a0ef314c69f46a0738ea,mp-7937,True,2020-07-30T10:29:03.854000,dtu,997.657,1607.52,1329.73,1939.59,332.071
LiCuO2,5f22a0ef314c69f46a0738ec,mp-9158,True,2020-07-30T10:29:04.036000,dtu,922.58,1271.2,1290.81,1639.42,368.226
ZrNCl,5f22a0ef68c0040305054cc8,mp-542791,True,2020-07-30T10:29:03.315000,dtu,3279.52,3279.49,4408.73,4408.7,1129.21
Cs2PtF6,5f22a0ef68c0040305054cca,mp-9262,True,2020-07-30T10:29:03.525000,dtu,3323.22,3358.86,4359.42,4395.06,1036.2
Na5AsO5,5f22a0ef68c0040305054ccc,mp-17816,True,2020-07-30T10:29:03.738000,dtu,3171.96,3190.61,4443.41,4462.07,1271.45
TlCdBr3,5f22a0ef68c0040305054cce,mp-28219,True,2020-07-30T10:29:03.999000,dtu,3139.1,3151.91,4411.8,4424.61,1272.7
SbIrS,5f22a0efad184a29bf240b90,mp-8630,True,2020-07-30T10:29:03.297000,dtu,1503.65,1828.55,1994.38,2319.27,490.727
AgHgSI,5f22a0efad184a29bf240b91,mp-23140,True,2020-07-30T10:29:03.295000,dtu,1839.65,1839.63,2666.68,2666.67,827.035
K2LiGaAs2,5f22a0efad184a29bf240b94,mp-9703,True,2020-07-30T10:29:03.501000,dtu,1854.2,1854.19,2725.45,2725.44,871.246
KAuBr4,5f22a0efad184a29bf240b95,mp-29694,True,2020-07-30T10:29:03.500000,dtu,1404.38,1409.35,2034.01,2038.98,629.626
K2NaInAs2,5f22a0efad184a29bf240b98,mp-21510,True,2020-07-30T10:29:03.698000,dtu,1351.98,1351.97,2073.9,2073.89,721.92
NaBiO2,5f22a0efad184a29bf240b99,mp-22984,True,2020-07-30T10:29:03.699000,dtu,2023.95,2028.96,2830.35,2835.36,806.404
Bi2SO2,5f22a0efad184a29bf240b9c,mp-27891,True,2020-07-30T10:29:03.886000,dtu,1455.8,1821.31,2056.25,2421.76,600.454
TlAuCl4,5f22a0efad184a29bf240b9d,mp-28368,True,2020-07-30T10:29:03.904000,dtu,1981.8,1991.85,2806.43,2816.48,824.628
O2,5f22a0efad184a29bf240ba0,mp-12957,True,2020-07-30T10:29:04.075000,dtu,1462.43,1516.95,2112.52,2167.04,650.088
K3Ag3As2,5f22a0efad184a29bf240ba1,mp-14206,True,2020-07-30T10:29:04.095000,dtu,1838.9,1876.56,2790.58,2828.24,951.677
RbAuSe,5f22a0efc5384985221ce9c1,mp-9731,True,2020-07-30T10:29:03.309000,dtu,2496.31,2647.21,3472.17,3623.07,975.863
K2NbAgS4,5f22a0efc5384985221ce9c3,mp-15214,True,2020-07-30T10:29:03.491000,dtu,2618.63,2668.13,3504.86,3554.36,886.228
K2S5,5f22a0efc5384985221ce9c5,mp-17146,True,2020-07-30T10:29:03.672000,dtu,2428.94,2452.94,3491.87,3515.87,1062.93
KTlBr4,5f22a0efc5384985221ce9c7,mp-28048,True,2020-07-30T10:29:03.858000,dtu,2353.77,2353.76,3483.02,3483.0,1129.25
Ba(CuO)2,5f22a0efc5384985221ce9c9,mp-7374,True,2020-07-30T10:29:04.033000,dtu,2505.81,2505.79,3451.91,3451.89,946.1
Ag2CO3,5f22a0f0314c69f46a0738ee,mp-4691,True,2020-07-30T10:29:04.228000,dtu,951.993,1676.83,1347.99,2072.83,395.995
SrCaSi,5f22a0f0314c69f46a0738f0,mp-7084,True,2020-07-30T10:29:04.416000,dtu,798.41,798.404,1288.23,1288.23,489.824
Sr2Si,5f22a0f0314c69f46a0738f2,mp-1106,True,2020-07-30T10:29:04.603000,dtu,787.87,787.864,1282.67,1282.67,494.805
ZrBr3,5f22a0f0314c69f46a0738f4,mp-23247,True,2020-07-30T10:29:04.791000,dtu,936.797,1091.08,1254.25,1408.54,317.458
TlInTe2,5f22a0f0314c69f46a0738f6,mp-22791,True,2020-07-30T10:29:04.985000,dtu,929.978,1101.83,1350.42,1522.27,420.441
CaHgO2,5f22a0f068c0040305054cd0,mp-7041,True,2020-07-30T10:29:04.196000,dtu,3138.2,3733.02,4393.29,4988.12,1255.09
Sr4Li(BN2)3,5f22a0f068c0040305054cd2,mp-9723,True,2020-07-30T10:29:04.399000,dtu,3133.11,3839.72,4442.24,5148.84,1309.13
KVO3,5f22a0f068c0040305054cd4,mp-18815,True,2020-07-30T10:29:04.612000,dtu,3533.89,3559.76,4352.6,4378.47,818.712
Li5ReN4,5f22a0f068c0040305054cd6,mp-3838,True,2020-07-30T10:29:04.871000,dtu,3266.29,3266.27,4430.18,4430.16,1163.89
InClO,5f22a0f068c0040305054cd8,mp-27702,True,2020-07-30T10:29:05.126000,dtu,3174.34,3393.94,4497.96,4717.56,1323.62
Be2C,5f22a0f0ad184a29bf240ba4,mp-1569,True,2020-07-30T10:29:04.276000,dtu,1489.29,4920.06,2084.42,5515.2,595.133
La4Se3O4,5f22a0f0ad184a29bf240ba5,mp-4412,True,2020-07-30T10:29:04.295000,dtu,1949.05,1968.41,2805.71,2825.06,856.659
K2GeAs2,5f22a0f0ad184a29bf240ba8,mp-8930,True,2020-07-30T10:29:04.518000,dtu,1361.87,1393.67,2053.7,2085.5,691.831
Tl3BS3,5f22a0f0ad184a29bf240ba9,mp-505399,True,2020-07-30T10:29:04.530000,dtu,1890.4,2109.96,2750.17,2969.73,859.767
Ti(SnO2)2,5f22a0f0ad184a29bf240bac,mp-18288,True,2020-07-30T10:29:04.702000,dtu,1650.93,1673.7,2063.12,2085.89,412.186
CsNbN2,5f22a0f0ad184a29bf240bad,mp-8978,True,2020-07-30T10:29:04.722000,dtu,2229.4,2237.4,2827.6,2835.61,598.204
PtI2,5f22a0f0ad184a29bf240bb0,mp-28319,True,2020-07-30T10:29:04.891000,dtu,1525.89,1556.93,2140.01,2171.06,614.121
CsLaCdTe3,5f22a0f0ad184a29bf240bb1,mp-12491,True,2020-07-30T10:29:04.925000,dtu,1947.92,1947.9,2826.98,2826.97,879.067
BiAuBr6,5f22a0f0ad184a29bf240bb4,mp-541774,True,2020-07-30T10:29:05.086000,dtu,1487.71,1505.3,2128.43,2146.02,640.719
Na2PdCl4,5f22a0f0ad184a29bf240bb5,mp-29359,True,2020-07-30T10:29:05.107000,dtu,1982.28,1982.53,2798.28,2798.52,815.996
KCuO,5f22a0f0c5384985221ce9cb,mp-14296,True,2020-07-30T10:29:04.226000,dtu,2414.31,2476.14,3515.67,3577.51,1101.36
NaInS2,5f22a0f0c5384985221ce9cd,mp-20289,True,2020-07-30T10:29:04.424000,dtu,2457.51,2653.0,3518.47,3713.97,1060.97
CaPSe3,5f22a0f0c5384985221ce9cf,mp-11007,True,2020-07-30T10:29:04.607000,dtu,2554.33,2600.83,3637.54,3684.04,1083.21
CsBr2F,5f22a0f0c5384985221ce9d1,mp-28650,True,2020-07-30T10:29:04.782000,dtu,2555.51,2601.38,3649.66,3695.53,1094.15
CsAu,5f22a0f0c5384985221ce9d3,mp-2667,True,2020-07-30T10:29:04.962000,dtu,2378.19,2906.76,3587.43,4116.0,1209.24
BeP2,5f22a0f1314c69f46a0738f8,mp-27148,True,2020-07-30T10:29:05.210000,dtu,1001.62,1110.1,1440.28,1548.76,438.661
BaNaBi,5f22a0f1314c69f46a0738fa,mp-31235,True,2020-07-30T10:29:05.393000,dtu,854.097,854.09,1351.07,1351.07,496.977
Sr3As4,5f22a0f1314c69f46a0738fc,mp-15339,True,2020-07-30T10:29:05.575000,dtu,947.769,1137.46,1448.56,1638.25,500.79
P2Pt,5f22a0f1314c69f46a0738fe,mp-730,True,2020-07-30T10:29:05.769000,dtu,1093.51,1567.75,1427.63,1901.87,334.12
Sr(ZnP)2,5f22a0f1314c69f46a073900,mp-8276,True,2020-07-30T10:29:05.951000,dtu,985.202,985.195,1403.81,1403.8,418.607
Ca3(GeAs2)2,5f22a0f1314c69f46a073902,mp-18504,True,2020-07-30T10:29:06.145000,dtu,978.293,1063.07,1423.93,1508.71,445.641
Ti(SeO3)2,5f22a0f168c0040305054cda,mp-29260,True,2020-07-30T10:29:05.358000,dtu,3548.59,3571.53,4478.55,4501.48,929.959
PbF4,5f22a0f168c0040305054cdc,mp-341,True,2020-07-30T10:29:05.543000,dtu,3139.05,3327.0,4478.37,4666.32,1339.32
Rb2HgO2,5f22a0f168c0040305054cde,mp-5072,True,2020-07-30T10:29:05.737000,dtu,3220.33,3220.31,4547.44,4547.41,1327.11
MgGeN2,5f22a0f168c0040305054ce0,mp-7798,True,2020-07-30T10:29:05.921000,dtu,3161.61,3161.59,4482.04,4482.01,1320.43
I2O5,5f22a0f168c0040305054ce2,mp-23261,True,2020-07-30T10:29:06.119000,dtu,3338.03,3391.18,4472.39,4525.54,1134.36
SrTiN2,5f22a0f1ad184a29bf240bb8,mp-9517,True,2020-07-30T10:29:05.279000,dtu,1610.59,1610.57,2104.97,2104.96,494.383
Sr(InSe2)2,5f22a0f1ad184a29bf240bb9,mp-21733,True,2020-07-30T10:29:05.298000,dtu,1947.68,1947.66,2811.09,2811.07,863.41
Cs2CuF6,5f22a0f1ad184a29bf240bbc,mp-28692,True,2020-07-30T10:29:05.467000,dtu,1440.17,1525.23,2098.73,2183.79,658.565
SnS2,5f22a0f1ad184a29bf240bbd,mp-1170,True,2020-07-30T10:29:05.525000,dtu,1923.6,2171.28,2832.84,3080.52,909.241
Na2CuAs,5f22a0f1ad184a29bf240bbf,mp-15685,True,2020-07-30T10:29:05.698000,dtu,1381.96,1555.1,2123.46,2296.61,741.502
TlSbS2,5f22a0f1ad184a29bf240bc1,mp-28230,True,2020-07-30T10:29:05.699000,dtu,1902.02,1916.67,2776.24,2790.89,874.216
KZnP,5f22a0f1ad184a29bf240bc4,mp-7437,True,2020-07-30T10:29:05.894000,dtu,1431.76,1431.75,2064.41,2064.4,632.644
NaAgO,5f22a0f1ad184a29bf240bc5,mp-6983,True,2020-07-30T10:29:05.889000,dtu,1979.01,2084.69,2831.88,2937.56,852.862
K3InP2,5f22a0f1ad184a29bf240bc8,mp-20256,True,2020-07-30T10:29:06.090000,dtu,1793.21,1798.93,2820.17,2825.89,1026.96
Rb2VCuS4,5f22a0f1ad184a29bf240bc9,mp-15219,True,2020-07-30T10:29:06.086000,dtu,1657.9,1890.01,2148.72,2380.83,490.821
MgPSe3,5f22a0f1c5384985221ce9d5,mp-30943,True,2020-07-30T10:29:05.191000,dtu,2501.84,2503.83,3602.64,3604.63,1100.8
La2TeO2,5f22a0f1c5384985221ce9d7,mp-4547,True,2020-07-30T10:29:05.374000,dtu,2567.14,2816.26,3611.37,3860.49,1044.23
LiInO2,5f22a0f1c5384985221ce9d9,mp-5488,True,2020-07-30T10:29:05.558000,dtu,2505.4,3107.18,3567.19,4168.97,1061.79
KAgO,5f22a0f1c5384985221ce9db,mp-8660,True,2020-07-30T10:29:05.738000,dtu,2459.89,2527.68,3562.09,3629.89,1102.21
KAuSe,5f22a0f1c5384985221ce9dd,mp-9881,True,2020-07-30T10:29:05.923000,dtu,2566.17,2705.23,3566.85,3705.91,1000.68
Rb2S5,5f22a0f1c5384985221ce9df,mp-16911,True,2020-07-30T10:29:06.111000,dtu,2501.07,2501.15,3598.95,3599.04,1097.88
RbPb,5f22a0f2314c69f46a073904,mp-21525,True,2020-07-30T10:29:06.319000,dtu,862.661,862.655,1382.58,1382.57,519.915
Te2Br,5f22a0f2314c69f46a073906,mp-27648,True,2020-07-30T10:29:06.516000,dtu,1002.39,1045.11,1443.8,1486.52,441.406
TiCoSb,5f22a0f2314c69f46a073908,mp-5967,True,2020-07-30T10:29:06.754000,dtu,1010.71,1808.78,1386.96,2185.02,376.244
K2Pd3Se4,5f22a0f2314c69f46a07390a,mp-14339,True,2020-07-30T10:29:06.929000,dtu,968.006,1063.53,1370.5,1466.03,402.498
Ag2GeS3,5f22a0f2314c69f46a07390c,mp-9900,True,2020-07-30T10:29:07.148000,dtu,976.092,1084.59,1398.23,1506.73,422.133
Li4TaN3,5f22a0f268c0040305054ce4,mp-505795,True,2020-07-30T10:29:06.302000,dtu,3338.54,3478.37,4517.15,4656.97,1178.61
CsSbO2,5f22a0f268c0040305054ce6,mp-510273,True,2020-07-30T10:29:06.495000,dtu,3121.01,3145.7,4472.48,4497.18,1351.48
TiBr4,5f22a0f268c0040305054ce8,mp-27634,True,2020-07-30T10:29:06.691000,dtu,3374.25,3374.22,4475.21,4475.18,1100.96
GaCuCl4,5f22a0f268c0040305054cea,mp-505410,True,2020-07-30T10:29:06.926000,dtu,3195.95,3226.73,4458.9,4489.68,1262.95
Hg3(BO3)2,5f22a0f268c0040305054cec,mp-4710,True,2020-07-30T10:29:07.174000,dtu,3191.35,3251.84,4504.08,4564.56,1312.73
Tl2Sn(AsS3)2,5f22a0f2ad184a29bf240bcc,mp-6023,True,2020-07-30T10:29:06.287000,dtu,1416.78,1562.24,2062.71,2208.16,645.925
Cs2Ti(CuSe2)2,5f22a0f2ad184a29bf240bcd,mp-10489,True,2020-07-30T10:29:06.288000,dtu,1995.88,2214.24,2757.38,2975.74,761.5
AgHgAsS3,5f22a0f2ad184a29bf240bd0,mp-6215,True,2020-07-30T10:29:06.483000,dtu,1485.16,1644.23,2146.36,2305.44,661.209
Sr2VN3,5f22a0f2ad184a29bf240bd1,mp-17012,True,2020-07-30T10:29:06.485000,dtu,2175.51,2182.37,2780.56,2787.42,605.054
BaCu2SnS4,5f22a0f2ad184a29bf240bd4,mp-17954,True,2020-07-30T10:29:06.678000,dtu,1453.02,1453.0,2073.76,2073.75,620.74
Rb2PtC2,5f22a0f2ad184a29bf240bd5,mp-10919,True,2020-07-30T10:29:06.674000,dtu,1990.06,1990.85,2948.79,2949.58,958.736
Na2PtO2,5f22a0f2ad184a29bf240bd8,mp-22313,True,2020-07-30T10:29:06.879000,dtu,2172.67,2520.36,2858.44,3206.13,685.771
FeSO4,5f22a0f2ad184a29bf240bd9,mp-19254,True,2020-07-30T10:29:06.875000,dtu,1538.08,1538.07,2065.85,2065.84,527.769
RbInTe2,5f22a0f2ad184a29bf240bdc,mp-22255,True,2020-07-30T10:29:07.068000,dtu,1498.43,1774.23,2210.09,2485.9,711.665
K2TeI6,5f22a0f2ad184a29bf240bdd,mp-27688,True,2020-07-30T10:29:07.071000,dtu,1994.64,2159.67,2890.67,3055.71,896.035
Mg(AuF4)2,5f22a0f2c5384985221ce9e1,mp-17555,True,2020-07-30T10:29:06.287000,dtu,2669.09,2679.11,3569.71,3579.74,900.624
ZrI4,5f22a0f2c5384985221ce9e3,mp-541112,True,2020-07-30T10:29:06.469000,dtu,2560.82,2607.9,3551.46,3598.54,990.645
SrSnO3,5f22a0f2c5384985221ce9e5,mp-2879,True,2020-07-30T10:29:06.643000,dtu,2584.64,2632.02,3628.39,3675.77,1043.75
V2Cd2O7,5f22a0f2c5384985221ce9e7,mp-18740,True,2020-07-30T10:29:06.847000,dtu,2977.08,3165.34,3633.73,3821.99,656.651
BaPSe3,5f22a0f2c5384985221ce9e9,mp-11008,True,2020-07-30T10:29:07.087000,dtu,2592.59,2677.38,3714.19,3798.98,1121.6
ReCl3,5f22a0f3314c69f46a07390e,mp-23174,True,2020-07-30T10:29:07.334000,dtu,1015.59,1034.85,1420.83,1440.09,405.24
Zn(InTe2)2,5f22a0f3314c69f46a073910,mp-20832,True,2020-07-30T10:29:07.511000,dtu,1059.11,1059.1,1510.35,1510.34,451.236
ZrCl2,5f22a0f3314c69f46a073912,mp-23162,True,2020-07-30T10:29:07.695000,dtu,1096.63,1204.4,1528.39,1636.16,431.76
LiAg3O2,5f22a0f3314c69f46a073914,mp-27227,True,2020-07-30T10:29:07.934000,dtu,1072.07,1072.06,1507.27,1507.26,435.2
Sr3(InP2)2,5f22a0f3314c69f46a073916,mp-28324,True,2020-07-30T10:29:08.151000,dtu,1023.53,1023.52,1510.04,1510.03,486.512
Na2O2,5f22a0f368c0040305054cee,mp-2340,True,2020-07-30T10:29:07.371000,dtu,3288.41,3572.74,4626.29,4910.62,1337.88
Na2Te,5f22a0f368c0040305054cf0,mp-2784,True,2020-07-30T10:29:07.570000,dtu,2933.02,2933.0,4612.28,4612.25,1679.25
BaS,5f22a0f368c0040305054cf2,mp-1500,True,2020-07-30T10:29:07.831000,dtu,3081.62,3171.89,4622.81,4713.08,1541.19
K2HgO2,5f22a0f368c0040305054cf4,mp-5860,True,2020-07-30T10:29:08.080000,dtu,3225.25,3225.23,4562.0,4561.97,1336.75
K2PtBr6,5f22a0f3ad184a29bf240be0,mp-27691,True,2020-07-30T10:29:07.263000,dtu,1542.08,1556.23,2208.28,2222.43,666.196
MgB9N,5f22a0f3ad184a29bf240be1,mp-30091,True,2020-07-30T10:29:07.264000,dtu,2055.27,2055.25,2936.03,2936.02,880.763
Ca4Sb2O,5f22a0f3ad184a29bf240be4,mp-13660,True,2020-07-30T10:29:07.452000,dtu,1480.11,1723.88,2223.6,2467.37,743.494
BaPdF4,5f22a0f3ad184a29bf240be5,mp-12623,True,2020-07-30T10:29:07.458000,dtu,2149.23,2157.83,2901.07,2909.68,751.846
AgAuF4,5f22a0f3ad184a29bf240be8,mp-16060,True,2020-07-30T10:29:07.651000,dtu,1630.68,1693.08,2157.06,2219.46,526.38
AlP,5f22a0f3ad184a29bf240be9,mp-1550,True,2020-07-30T10:29:07.655000,dtu,1927.89,3670.1,2872.12,4614.33,944.233
RhBr3,5f22a0f3ad184a29bf240bec,mp-504719,True,2020-07-30T10:29:07.842000,dtu,1597.09,1736.64,2185.44,2324.99,588.344
Ag2SO4,5f22a0f3ad184a29bf240bed,mp-5625,True,2020-07-30T10:29:07.851000,dtu,1991.16,2200.0,2917.01,3125.84,925.843
CsTe,5f22a0f3ad184a29bf240bf0,mp-8361,True,2020-07-30T10:29:08.039000,dtu,1462.77,1507.64,2178.11,2222.98,715.343
K2SiP2,5f22a0f3ad184a29bf240bf1,mp-8235,True,2020-07-30T10:29:08.045000,dtu,1952.5,2382.85,2851.9,3282.25,899.398
KInP2S7,5f22a0f3c5384985221ce9eb,mp-22583,True,2020-07-30T10:29:07.331000,dtu,2586.8,2586.78,3659.38,3659.36,1072.58
Rb2NaRhF6,5f22a0f3c5384985221ce9ed,mp-14038,True,2020-07-30T10:29:07.533000,dtu,2809.52,2809.86,3688.43,3688.77,878.911
InBrO,5f22a0f3c5384985221ce9ef,mp-504656,True,2020-07-30T10:29:07.740000,dtu,2570.32,2702.4,3659.11,3791.19,1088.79
Al2ZnSe4,5f22a0f3c5384985221ce9f1,mp-7907,True,2020-07-30T10:29:07.941000,dtu,2581.39,2581.37,3678.68,3678.66,1097.29
